Metric,Parameter,ST_Initial,ST_Final,Delta_ST
RVEF,E.RA.EA,0.000509291740546172,0.000157477477886255,-0.000351814262659917
RVEF,vsd.Cd,0.000350538585433551,0.000112324837515908,-0.000238213747917643
RVEF,R.SAR,0,0,0
RVESV,E.RV.EA,0.569388300165401,0.58441058951801,0.0150222893526087
RVESV,C.SVEN,0.0879138707055704,0.18587145342677,0.0979575827211999
RVESV,V0.RV,0.126085604394241,0.0735168627974843,-0.0525687415967566
RVESV,R.PCOX,0.0595880224417174,0.0557025092764997,-0.00388551316521763
RVESV,R.SVEN,0.0418035464473056,0.0306296804827895,-0.0111738659645161
RVESV,R.SC,0.0117424958191014,0.0226789714320832,0.0109364756129818
RVESV,C.PAR,0.016028236004333,0.0212582528132527,0.00523001680891972
RVESV,C.PVEN,0.0688241160747608,0.020464700998758,-0.0483594150760028
RVESV,E.RV.EB,0.0258879684890087,0.0163240888026223,-0.00956387968638647
RVESV,C.SAR,0.0049367606323563,0.015240235607609,0.0103034749752527
RVESV,E.LV.EB,0.0145384051602385,0.0150461423674658,0.000507737207227334
RVESV,E.LV.EA,0.0045312157050944,0.00697427089166025,0.00244305518656584
RVESV,V0.LV,0.00497925918684981,0.00437748844802606,-0.000601770738823745
