Metric,Parameter,ST_Initial,ST_Final,Delta_ST
LVP_max,C.PVEN,0.0396021431048914,0.20478931153923,0.165187168434338
LVP_max,C.SVEN,0.105186345724461,0.148127714876717,0.0429413691522561
LVP_max,C.SAR,0.16494655863136,0.118025853778393,-0.0469207048529675
LVP_max,E.LV.EB,0.081487195398623,0.110564035830808,0.0290768404321846
LVP_max,R.SVEN,0.0284386097002254,0.0389641491145391,0.0105255394143137
LVP_max,E.LV.EA,0.0276840202355074,0.0299859955699992,0.00230197533449181
LVP_max,R.PVEN,0.0279061103722111,0.0247177801569084,-0.00318833021530264
LVP_max,vsd.Cd,0.00425504455051591,0.00289439292207444,-0.00136065162844146
LVP_max,C.PAR,0.0922564251423528,0.00271005301007025,-0.0895463721322825
LVP_max,E.RV.EA,0.00183761090132447,0.0019848510223647,0.000147240121040226
LVP_max,R.SAR,0,0.00136544973034481,0.00136544973034481
LVP_max,E.RA.EA,0.000438981275533552,0.00117258378234134,0.000733602506807785
LVP_max,V0.RA,0.000538567482763017,0.00109314011344795,0.000554572630684936
LVP_max,R.PCOX,0.0352067072790302,0.000610434373359902,-0.0345962729056703
LVP_max,E.RV.EB,0.00458288616887984,0.000218933400337655,-0.00436395276854218
LVP_max,V0.LA,0.00439711876382917,0,-0.00439711876382917
LVP_max,E.LA.EA,0.000991282178546975,0,-0.000991282178546975
LVP_max,R.PAR,0.000463477058173398,0,-0.000463477058173398
LVP_max,V0.LV,0,0,0
LVP_max,V0.RV,0,0,0
LVP_mean,R.SC,0.372289865637435,0.334810721832335,-0.0374791438051001
LVP_mean,C.PVEN,0.0533159047080674,0.240189941579584,0.186874036871516
LVP_mean,C.SVEN,0.140897295202107,0.17505022268207,0.0341529274799634
LVP_mean,C.SAR,0.169572991750675,0.0924521209688322,-0.0771208707818424
LVP_mean,E.LV.EB,0.0351094909866443,0.0643957279826171,0.0292862369959727
LVP_mean,R.SVEN,0.0434355061765723,0.0513275318595662,0.00789202568299393
LVP_mean,R.PVEN,0.0277348240930499,0.0282641813630503,0.000529357270000377
LVP_mean,E.LV.EA,0.0191905779640483,0.0239148340902759,0.00472425612622761
LVP_mean,vsd.Cd,0.00532468171128727,0.00478943515987377,-0.000535246551413492
LVP_mean,C.PAR,0.112104842687712,0.00345924015064133,-0.108645602537071
LVP_mean,E.RV.EA,0.00279085502711056,0.00213853428824014,-0.000652320738870422
LVP_mean,R.SAR,0,0.00147222205393452,0.00147222205393452
LVP_mean,E.RA.EA,0.000820119073378308,0.00145790317181183,0.000637784098433519
LVP_mean,V0.RA,0.00279085502711056,0.00105290181791858,-0.00173795320919199
LVP_mean,R.PCOX,0.0332387491801552,0.000824329929336289,-0.0324144192508189
LVP_mean,E.RV.EB,0.0049443006942857,0.00034885009072115,-0.00459545060356455
LVP_mean,V0.LA,0.0044913014200599,0,-0.0044913014200599
LVP_mean,E.LA.EA,0.000515875868322762,0,-0.000515875868322762
LVP_mean,R.PAR,0,0,0
LVP_mean,V0.LV,0,0,0
LVP_mean,V0.RV,0,0,0
